Peer,BytesSent,BytesSent_in_bits/s,BytesReceived,BytesReceived_in_bits/s
LAN2_Leader,"[0, 0, 0, 0, 26035, 50611, 75739, 101152, 126694, 152610, 177527, 203013, 227866, 251462, 276050, 300218, 323442, 346791, 369956, 393677, 417355, 441221, 464986, 488993, 513278, 538210, 563202, 588286, 613364, 639093, 663395, 687893, 711976, 735101, 758596, 781668, 804662, 828013, 851638, 875669, 899722, 923940, 948134, 973345, 997967, 1022586, 1047315, 1071792, 1096600, 1121179, 1144798, 1169335, 1192687, 1215403, 1238894, 1261903, 1285642, 1309357, 1333295, 1358298, 1382437, 1407411, 1432378, 1456360, 1496918, 1548422, 1598993, 1647466, 1695540, 1743297, 1788281, 1834957, 1880086, 1924664, 1970390, 2015638, 2065021, 2111841, 2158983, 2209698, 2257923, 2308957, 2358429, 2406668, 2454611, 2502123, 2549240, 2596510, 2643285, 2689840, 2733830, 2781315, 2826634, 2872379, 2919986, 2966456, 3014239, 3063559, 3112344, 3162575, 3211245, 3260685, 3309323, 3356858, 3403483, 3449969, 3496195, 3541198, 3587158, 3634580, 3679374, 3727840, 3775737, 3821006, 3869554, 3918361, 3967489, 4016156, 4064402, 4110242, 4149927, 4208635, 4280137, 4348116, 4415664, 4479456, 4550863, 4621098, 4687085, 4755831, 4829897, 4896403, 4963920, 5037161, 5111153, 5182398, 5257716, 5327910, 5401925, 5476183, 5545658, 5614607, 5685643, 5751273, 5820569, 5885091, 5953759, 6025418, 6092392, 6166892, 6237546, 6311164, 6384150, 6460320, 6529068, 6603998, 6676684, 6750700, 6818976, 6892739, 6962523, 7033138, 7102733, 7170078, 7236817, 7307439, 7379116, 7450133, 7523542, 7596841, 7668686, 7742655, 7814079, 7888868, 7959959, 8030736, 8100044, 8169521, 8238679, 8306255, 8373552, 8452277, 8526308, 8598515, 8675649, 8755037, 8832050, 8911770, 8990700, 9070452, 9150301, 9227862]","[0, 0, 0, 0, 208215.66334254935, 196717.32638354303, 201072.32289254086, 203238.10019486785, 204538.96363034952, 207149.60940428535, 199270.24653501404, 203896.75029922815, 198871.319788253, 188806.35273087662, 196679.80366642668, 193281.0062028219, 185853.50356839964, 186789.19435709846, 185259.04650588558, 189790.0364922933, 189460.9047067512, 190851.87409559204, 190048.90674241094, 192213.4624674411, 194082.7847222123, 199634.2965838917, 199915.21871295955, 200673.14826096492, 200603.3863154645, 206024.59988215874, 194348.95122803998, 196024.56676005071, 192617.61714522442, 185016.2329611134, 187959.10374115114, 184563.81104668143, 183938.18590150858, 186857.1834474864, 188975.21963815665, 192238.19170450573, 192441.5267847137, 193727.32606203356, 193537.28042019508, 201746.10482373883, 193495.95483564687, 196855.55058754506, 197873.13802346145, 195683.3611174448, 198476.11402063115, 196757.7206657849, 188933.48640086394, 196076.00314931376, 186985.80861306362, 181768.34670133088, 187884.19041008447, 184088.94162642187, 189883.5240629588, 189744.8360431165, 191524.91369878626, 199995.0090242656, 192770.3790237228, 203686.48102614685, 199812.93717325563, 191803.0910605533, 324464.891357747, 411983.45556684845, 404566.1676167961, 387931.35173409246, 384490.6383086821, 382110.1057204259, 360052.0165946126, 373162.43489480193, 361021.8460218265, 356584.6527816182, 365928.3349614977, 361954.46373673284, 395033.78582597186, 374554.7888139791, 376966.02246688446, 405873.13165759365, 385873.7373052431, 408254.9457020487, 395687.12164403696, 385979.26918352646, 383578.70017781324, 379895.8193572597, 377041.89270883607, 378174.3963432051, 374143.8711085422, 372485.4281078518, 351950.2920473645, 379908.4998678344, 362560.0296712825, 365992.578933373, 380697.3335580873, 371884.220727597, 382302.7046573001, 394553.09203894844, 390241.6420173474, 401786.66316568945, 389217.9303710358, 395689.52753970586, 389199.10855070344, 380224.4103566904, 373006.4654419854, 371776.68181697134, 369830.56774390046, 360075.2767522527, 367626.14539140614, 379808.6262882593, 357930.0678699408, 381144.96424882906, 382725.0944459326, 362217.34020089067, 388295.80945282325, 390488.66897047934, 393011.16026517097, 389552.0883578913, 385975.19443951925, 366551.45260981785, 317709.4179963474, 353907.7379198281, 569665.6997272966, 543431.8633552322, 542686.1833100994, 512103.402720085, 569519.0580445122, 562297.1859320883, 528322.490364409, 548330.8839354687, 591170.2038331383, 532499.5708858725, 542807.6181189831, 585450.7467888796, 591976.679746758, 563718.6969004812, 610888.8692867735, 559759.444984292, 590468.883103109, 598061.0435802758, 550344.8412715525, 551509.7997374863, 569542.1678914783, 523983.1370152754, 560002.2207623567, 513745.3005203431, 550408.8867274575, 573411.7200061686, 532646.8816769562, 597100.2227453501, 564255.7697356424, 593437.3501666619, 576655.2543599876, 615196.1763129114, 550305.6440200749, 597186.3123149097, 582716.772979955, 588519.356115626, 550273.0110279466, 588994.5479468572, 559956.7408639188, 563757.7630820473, 555186.8772797445, 541399.1702397268, 531538.7307564052, 564490.6732659832, 575545.7905361133, 568087.9446757946, 586402.9829087921, 581605.2235274529, 580120.4182991813, 589264.5382902325, 574967.3611260207, 595366.9420924681, 569014.0785065745, 568623.1811160884, 552299.3246586774, 555741.3728692434, 556828.6068292924, 539210.9847316478, 538198.5438518864, 630544.5690166211, 586911.6101212119, 578090.5626749531, 620724.4297080457, 634356.2710879925, 614740.9641919078, 640652.1945658998, 629525.951006581, 640973.6595597921, 637383.5903087434, 618559.1802134566]","[0, 0, 0, 0, 27331, 53424, 79605, 104965, 130216, 155593, 179907, 205108, 229349, 253252, 277335, 301131, 324356, 347547, 371133, 395222, 418432, 442814, 467107, 490884, 515874, 541087, 565821, 591234, 616753, 642259, 667118, 691878, 715529, 739013, 762629, 785046, 808319, 831343, 854281, 878854, 901969, 925722, 950251, 975157, 1000219, 1025685, 1053034, 1077473, 1102336, 1126815, 1150231, 1174652, 1197671, 1219930, 1243152, 1265918, 1288869, 1312942, 1336559, 1361351, 1385284, 1410095, 1434646, 1458845, 1496514, 1547221, 1598587, 1647319, 1694308, 1741935, 1787887, 1833628, 1879609, 1924896, 1970767, 2016426, 2063064, 2111005, 2158492, 2209744, 2259364, 2309503, 2358147, 2405988, 2454805, 2501986, 2549044, 2596395, 2641671, 2689132, 2734746, 2780838, 2826993, 2872397, 2920563, 2967481, 3014598, 3065328, 3114445, 3164406, 3213498, 3262204, 3313616, 3360719, 3406745, 3453993, 3499981, 3545666, 3589627, 3636352, 3683545, 3728940, 3777232, 3824012, 3871684, 3920779, 3969822, 4019088, 4066496, 4117941, 4167948, 4231388, 4303836, 4374751, 4445853, 4512801, 4584194, 4653067, 4722395, 4795769, 4867304, 4939397, 5011394, 5086795, 5160405, 5237593, 5310686, 5387215, 5460278, 5535089, 5605664, 5678144, 5748795, 5817443, 5887334, 5954231, 6025299, 6098019, 6168109, 6243487, 6314162, 6391782, 6467071, 6540430, 6612359, 6686628, 6758301, 6833951, 6904351, 6975610, 7046539, 7117036, 7185725, 7256468, 7324462, 7394561, 7466696, 7538279, 7610933, 7689353, 7761217, 7838119, 7910127, 7985025, 8059292, 8132365, 8203294, 8276036, 8346790, 8417750, 8485938, 8557422, 8628106, 8697748, 8767934, 8837426, 8910201, 8984153, 9062180, 9137057, 9209603, 9285875]","[0, 0, 0, 0, 218580.4607188483, 208860.0747609777, 209498.34788481423, 202814.2376319934, 202208.65126575663, 202841.31956523188, 194447.83779156124, 201616.65244804398, 193974.1545482252, 191262.8517259766, 192640.30062219594, 190305.9758193624, 185861.50621667595, 185525.2133425616, 188625.93873895175, 192734.37835938, 185716.1752784735, 194978.2281990583, 194271.3272246324, 190371.95389212927, 199717.05951031853, 201884.30610338767, 197851.4332444919, 203305.1633214759, 204131.02382105187, 204238.9305683991, 198803.41447526318, 198121.00061143178, 189162.4491592286, 187888.48496686644, 188927.09912538945, 179324.15708362765, 186170.01828676215, 184240.49469808262, 183479.9402353455, 196573.9704862394, 184936.84328893098, 190007.64621155683, 196217.07660688457, 199305.40187775335, 196953.76574165307, 203628.23231091525, 218837.49653458074, 195379.5670363702, 198916.14087773912, 195957.20916952475, 187309.64552109022, 195149.04319637248, 184319.3871387509, 178111.53500726027, 185732.6920822009, 182144.7627044687, 183580.46930237027, 192609.21096630587, 188956.63325358156, 198307.25367874224, 191125.29438563145, 202357.06257466684, 196483.6552465494, 193538.6123165011, 301351.4981749812, 405608.18670453766, 410926.072275001, 390003.8025267834, 375812.70963444386, 381069.9677968385, 367799.4879474271, 365685.9982378022, 367837.94199277495, 362256.1357481706, 367089.8831982984, 365242.53524348495, 373075.05925372965, 383522.67503464734, 379722.24738582363, 410171.6661614808, 397033.8335854949, 401094.74221873446, 389064.63341758645, 382794.71403685375, 390571.1160366055, 377249.2848175733, 376569.7424180462, 378822.98527497693, 362155.9585815609, 379734.38631724863, 364943.410353455, 368763.65766114916, 369247.961239544, 363265.50919765944, 385167.8450679727, 375469.63149609364, 376974.2696412595, 405833.18876229366, 392897.1846408413, 399627.0828481725, 392593.049627324, 389815.1309529715, 411394.13551191194, 376768.76684995164, 368216.01031681255, 377871.10516036674, 367925.86504548416, 365532.2052926871, 351636.37082498014, 374225.5490117489, 377103.78915074933, 356996.22900616465, 385885.33951746934, 374307.6791290265, 381289.5938601721, 392793.375310727, 392332.98759629263, 394346.87751368736, 379271.6851858854, 411375.6656150536, 400323.84842179844, 391067.43592693564, 577203.1789552234, 566847.1585342789, 571309.5991611755, 537460.3320437728, 569468.7212332418, 551392.2078834263, 555023.1886262577, 585157.0942476141, 570943.4238200008, 577262.4206844402, 578870.2672417865, 602734.5560425862, 588930.0507471279, 610460.7520388938, 593007.2483856251, 610289.0957036758, 582805.1067652142, 602553.1628558058, 559038.0801495573, 579729.6761302486, 566432.9420560668, 548046.3910190258, 564887.5732535552, 532667.2639458582, 569650.9138127808, 581868.9807326098, 557380.4461830868, 604167.613053266, 564408.2284504774, 625668.2539269442, 594989.0574191366, 592628.134443978, 575739.6855050497, 591924.9049456132, 574615.4104281781, 601634.7085983523, 567395.9702672898, 569025.1193805442, 569155.6438741356, 562807.5862658932, 547976.7412100281, 568697.7161589664, 541515.3547992157, 560315.875739667, 579284.2439392316, 572634.609045781, 580381.9592988845, 622116.571860131, 580320.2068963381, 612627.1480845549, 579671.5927778649, 596220.5640687436, 594453.9713181172, 587046.0263287588, 565199.4226775983, 581823.1143787669, 569679.9556847548, 566198.7765574268, 545332.1068252213, 572566.0452628173, 560392.7654517862, 557664.0913195431, 564726.4551841913, 555448.2321164787, 580969.0923279806, 593968.0602505418, 622378.0466086273, 601678.1713245389, 579164.2958471659, 608261.4606709386]"
LAN2_Client,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17820, 105271, 178001, 253406, 323559, 391775, 464940, 530938, 607065, 676607, 754084, 822740, 902011, 975545, 1046937, 1122137, 1201911, 1273398, 1351604, 1421349, 1494735, 1566578, 1637938, 1708219, 1774201, 1848721, 1919790, 1992604, 2065790, 2139118, 2215121, 2289634, 2366235, 2438770, 2513277, 2586806, 2661910, 2732806, 2805112, 2874914, 2944711, 3016039, 3085947, 3156198, 3232197, 3310326, 3389429, 3469579, 3557220, 3640262, 3721101, 3800479, 3882956, 3966715, 4047174, 4117271, 4193064, 4264729, 4334936, 4403613, 4475933, 4546739, 4615177, 4686334, 4752843, 4830968, 4902862, 4978715, 5056950, 5129478, 5206174]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 702777.8565212425, 583361.3824788018, 601572.8339715555, 558602.970018213, 546944.2975431789, 587724.0194352639, 528497.6295433238, 606651.6000808324, 558746.7741104428, 613799.0608785043, 553971.8913537911, 627818.7375654059, 592222.1012200707, 573511.1875884132, 602008.0898439724, 635815.5757355241, 572604.5103106413, 627081.1993586733, 556609.8862257366, 587481.8452131719, 574663.3033740022, 568533.9473597307, 566074.0868407642, 524932.5994343043, 594846.2490669653, 571539.0022657325, 581717.1418679364, 583637.7040398221, 582472.9904445235, 616558.3139515953, 592713.9481762191, 614181.8193310073, 576541.9220880328, 599469.6376221476, 588483.0082644958, 600038.2189235231, 565215.6319276012, 581348.7729608624, 558321.596587403, 559394.5108418773, 570522.1429506444, 559671.2598965897, 561645.434835803, 606458.9985330859, 627203.6153285594, 631919.421840991, 641815.4503403332, 697102.2795180143, 663519.1596818238, 647840.4172733293, 638347.2727087422, 656997.0093876173, 671116.6935382221, 643371.1984448732, 562555.5595368308, 603538.391824937, 577150.1931139797, 559202.6376666548, 550674.0638019702, 577870.1911205755, 563066.1845230703, 550525.0215788403, 568361.0880241023, 532911.8180850568, 621065.7863180088, 578684.0881654585, 606755.0835065171, 627365.844373709, 580164.4688046717, 613726.377772971]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18722, 106877, 180637, 253385, 324514, 394667, 464546, 535117, 609243, 681482, 754697, 827172, 903496, 978560, 1051945, 1127476, 1204094, 1279342, 1355988, 1426041, 1498827, 1569131, 1637620, 1708501, 1775640, 1847171, 1918409, 1990334, 2065780, 2138308, 2214820, 2288990, 2364981, 2438707, 2512418, 2586680, 2659362, 2731323, 2803596, 2874819, 2943928, 3014148, 3084654, 3153368, 3223505, 3295746, 3367967, 3440968, 3517846, 3592156, 3667863, 3742045, 3817405, 3893097, 3964821, 4035344, 4109261, 4180097, 4252555, 4321295, 4393540, 4463550, 4533539, 4606939, 4676564, 4749674, 4823680, 4900119, 4976140, 5049207, 5125057]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 708353.6969975602, 591633.0612884788, 580381.2421831421, 566386.9625401358, 562498.6575527097, 561296.2703000742, 565118.0513234256, 590728.4141133279, 580428.5137504651, 580022.8872249188, 584763.7162220124, 604405.2075159465, 604606.4118966829, 589553.2030545664, 604657.8769111033, 610661.4346987177, 602726.4272662589, 614578.1517546609, 559028.9371760436, 582673.8339909243, 562343.2316418559, 545638.850137095, 570880.428396376, 534110.0763895676, 570972.3725729566, 573038.0002752327, 574649.1707961118, 601662.3691567552, 576020.5318326559, 620619.6339279411, 589998.5485322839, 609335.141592293, 586022.0856325511, 592996.8205423284, 594352.0621329419, 580694.1128682622, 573694.2609172136, 581140.3390466255, 569657.4147314585, 553879.6844664292, 561670.7250755599, 564465.9716988835, 549355.0892997619, 559652.413112123, 579818.4923649327, 576992.9129027311, 584459.117406526, 611462.7428527229, 594025.736856004, 606614.8690974924, 596544.2772556125, 600369.3409756564, 606364.4438468798, 573549.0381318659, 565972.359289708, 588591.6637931194, 570475.1637645436, 577144.7538619107, 551178.7882424968, 577247.2879897148, 556713.4740960471, 563023.8983125396, 586292.0850897527, 557878.5553110999, 581212.0444757099, 595622.0725492849, 611436.6011702451, 609617.7897474957, 584464.8336245936, 606960.3178951857]"
